state,region,sex,marital_status,no_of_active_loan_in_bureau,avg_disbursement_amount_bureau,non_agriculture_income,total_land_for_agriculture,k022_village_category_based_on_agri_parameters_good_average_poor,k022_proximity_to_nearest_mandi_km,k022_proximity_to_nearest_railway_km,ko22_village_score_based_on_socio_economic_parameters_0_to_100,k022_village_category_based_on_socio_economic_parameters_good_average_poor,k022_seasonal_average_rainfall_mm,r022_village_category_based_on_agri_parameters_good_average_poor,r022_seasonal_average_rainfall_mm,k021_seasonal_average_rainfall_mm,r021_seasonal_average_rainfall_mm,r020_seasonal_average_rainfall_mm,perc_of_house_with_6plus_room,women_15_19_mothers_or_pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_households_with_pucca_house_that_has_more_than_3_rooms,mat_roof_metal_gi_asbestos_sheets,perc_of_wall_material_with_burnt_brick,households_with_improved_sanitation_facility,perc_households_do_not_have_kcc_with_the_credit_limit_of_50k,k022_total_geographical_area_in_hectares,k022_net_agri_area_in_ha,k022_net_agri_area_of_total_geog_area,kharif_seasons_irrigated_area_in_2022,kharif_seasons_cropping_density_in_2022,kharif_seasons_agricultural_performance_in_2022,kharif_seasons_agricultural_score_in_2022,kharif_seasons_type_of_soil_in_2022,kharif_seasons_type_of_water_bodies_in_hectares_2022,kharif_seasons_agro_ecological_sub_zone_in_2022,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2022,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_season_irrigated_area_in_2022,rabi_seasons_cropping_density_in_2022,rabi_seasons_agricultural_performance_in_2022,rabi_seasons_agricultural_score_in_2022,rabi_seasons_type_of_soil_in_2022,rabi_seasons_type_of_water_bodies_in_hectares_2022,rabi_seasons_agro_ecological_sub_zone_in_2022,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2022,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_kharif_season_irrigated_area_in_2021,rabi_seasons_cropping_density_in_2021,rabi_seasons_agricultural_performance_in_2021,rabi_seasons_agricultural_score_in_2021,rabi_seasons_type_of_soil_in_2021,rabi_seasons_type_of_water_bodies_in_hectares_2021,rabi_seasons_agro_ecological_sub_zone_in_2021,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2021,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2021,kharif_seasons_cropping_density_in_2021,kharif_seasons_agricultural_performance_in_2021,kharif_seasons_agricultural_score_in_2021,kharif_seasons_type_of_soil_in_2021,kharif_seasons_type_of_water_bodies_in_hectares_2021,kharif_seasons_agro_ecological_sub_zone_in_2021,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2021,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2020,kharif_seasons_cropping_density_in_2020,kharif_seasons_agricultural_performance_in_2020,kharif_seasons_agricultural_score_in_2020,kharif_seasons_type_of_soil_in_2020,kharif_seasons_type_of_water_bodies_in_hectares_2020,kharif_seasons_agro_ecological_sub_zone_in_2020,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2020,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,rabi_seasons_kharif_season_irrigated_area_in_2020,rabi_seasons_cropping_density_in_2020,rabi_seasons_agricultural_performance_in_2020,rabi_seasons_agricultural_score_in_2020,rabi_seasons_type_of_soil_in_2020,rabi_seasons_type_of_water_bodies_in_hectares_2020,rabi_seasons_agro_ecological_sub_zone_in_2020,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2020,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,night_light_index,village_score_based_on_socio_economic_parameters_non_normalised,village_score_based_on_socio_economic_parameters_0_to_100,village_category_based_on_socio_economic_parameters_good_average_poor,land_holding_index_source_total_agri_area_no_of_people,road_density_km_sqkm,target_income,k022_ambient_temperature_min_max_min,k022_ambient_temperature_min_max_max,k022_ambient_temperature_min_max_range,r022_ambient_temperature_min_max_min,r022_ambient_temperature_min_max_max,r022_ambient_temperature_min_max_range,r021_ambient_temperature_min_max_min,r021_ambient_temperature_min_max_max,r021_ambient_temperature_min_max_range,k021_ambient_temperature_min_max_min,k021_ambient_temperature_min_max_max,k021_ambient_temperature_min_max_range,r020_ambient_temperature_min_max_min,r020_ambient_temperature_min_max_max,r020_ambient_temperature_min_max_range,location_latitude,location_longitude
MADHYA PRADESH,CENTRAL,M,M,2,45643.5,12445000,3.0,Average,14.9,13.1,33.44921507901788,Poor,2246.31,Average,63.91,1141.05,191.84,94.58,3.29,5.08,98.42,2.78,6.77,36.34,65.14,8.45,1106.56,899.58,81.3,67.54,43.2,40.12,37.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.29,29.85,92.06,73.14,38.32,38.1,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.79,16.84,91.51,48.36,20.22,38.89,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.68,17.7,92.06,73.14,17.86,27.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.34,29.9,91.51,48.36,39.39,41.37,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.99,26.48,91.41,59.6,24.35,30.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,100.95,25.95,0.95,22.3321560060599,33.44921507901788,Poor,1.95978388741231,0.0,14000000,23.23,30.74,7.509999999999998,15.49,28.61,13.12,15.24,28.83,13.589999999999998,23.32,30.2,6.879999999999999,15.56,27.71,12.15,,
TELANGANA,SOUTH,M,M,3,210000.0,4200000,10.0,Average,4.8,8.3,42.98188619745915,Average,2218.13,Poor,81.89,1503.91,59.33,264.44,0.18,5.8,99.6,2.16,13.23,60.0,76.2,2.97,877.17,709.8,80.92,49.97,56.25,41.14,33.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,102.05,29.92,41.25,69.55,20.79,19.79,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,91.96,15.66,10.38,30.68,40.3,25.12,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.04,24.59,41.25,69.55,21.92,19.04,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.74,22.74,10.38,30.68,30.09,16.61,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.86,28.59,20.28,35.76,16.33,13.17,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.44,16.75,0.96,28.2141829738216,42.98188619745915,Average,0.156637220869957,0.0,16500000,23.75,30.0,6.25,19.92,30.76,10.84,19.65,31.39,11.740000000000002,23.58,29.56,5.98,20.37,30.47,10.099999999999998,19.69637,78.7156746
MAHARASHTRA,WEST,M,M,1,404497.0,11052000,7.0,Poor,10.2,20.0,38.31951908866607,Poor,1781.25,Poor,33.34,1161.87,141.47,218.51,0.82,3.3,99.4,8.28,60.78,48.88,79.6,24.46,1501.63,911.19,60.68,52.35,78.24,19.63,25.03,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.08,25.81,29.12,69.23,15.91,15.78,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.67,16.01,86.49,49.75,12.04,34.18,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.77,21.17,29.12,69.23,8.51,11.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.2,22.11,72.44,13.85,40.39,35.0,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,102.95,32.0,92.31,45.27,20.02,28.92,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.75,16.59,0.96,25.3373220471425,38.31951908866607,Poor,0.22390766410533,2.3,12280000,23.39,29.95,6.559999999999999,19.46,31.04,11.579999999999998,19.64,31.86,12.219999999999999,23.41,29.86,6.449999999999999,19.49,30.31,10.82,18.4941807,74.3810581
MADHYA PRADESH,CENTRAL,M,M,9,71388.8888888888,13086000,20.0,Average,14.9,13.1,33.44921507901788,Poor,2246.31,Average,63.91,1141.05,191.84,94.58,3.29,5.08,98.42,2.78,6.77,36.34,65.14,8.45,1106.56,899.58,81.3,67.54,43.2,40.12,37.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.29,29.85,92.06,73.14,38.32,38.1,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.79,16.84,91.51,48.36,20.22,38.89,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.68,17.7,92.06,73.14,17.86,27.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.34,29.9,91.51,48.36,39.39,41.37,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.99,26.48,91.41,59.6,24.35,30.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,100.95,25.95,0.95,22.3321560060599,33.44921507901788,Poor,1.95978388741231,0.0,14540000,23.23,30.74,7.509999999999998,15.49,28.61,13.12,15.24,28.83,13.589999999999998,23.32,30.2,6.879999999999999,15.56,27.71,12.15,,
MADHYA PRADESH,CENTRAL,M,M,0,,52960000,6.0,Average,12.8,9.9,35.96520664242011,Poor,682.06,Average,123.35,793.15,194.65,301.63,1.63,6.8,97.34,3.32,0.08,48.3,55.32,3.11,1471.54,1084.13,73.67,54.54,81.8,39.81,35.0,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",25.18,8.56,83.98,63.41,30.54,33.41,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",25.66,6.4,95.65,89.3,23.42,45.54,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",23.65,3.0,83.98,63.41,38.42,35.06,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",25.01,8.05,8.54,9.92,2.79,6.65,Mixed Red and Black Soils,[None],NORTHERN PLAIN (AND CENTRAL HIGHLANDS) INCLUDING ARAVALLIS  HOT SEMI-ARID EGO-REGION,65.08,15.9,83.98,63.41,9.13,23.28,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",24.33,1.53,0.96,23.8846201625085,35.96520664242011,Poor,0.289623427832573,1.98,59000000,24.91,33.89,8.98,13.41,26.97,13.559999999999999,12.5,26.74,14.239999999999998,25.67,34.75,9.079999999999998,12.65,25.07,12.42,25.0338985,78.120825
MADHYA PRADESH,CENTRAL,M,M,0,,0,,Poor,18.0,29.7,30.66837628486627,Poor,1551.31,Poor,84.96,796.02,370.31,113.34,1.77,7.7,98.6,3.97,0.34,11.44,53.7,7.17,997.1,514.75,51.62,78.46,74.64,18.9,30.2,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,82.7,25.33,41.86,5.2,1.38,9.97,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,79.46,14.32,18.71,12.79,2.8,8.56,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,78.0,15.29,41.86,5.2,33.0,23.24,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,79.08,21.85,18.71,12.79,2.8,7.33,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,80.62,21.69,19.19,93.65,5.16,8.09,Mixed Red and Black Soils,"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,81.79,21.21,0.97,20.6162708593926,30.66837628486627,Poor,0.152193388346673,0.0,32417,23.63,30.7,7.07,15.04,27.73,12.690000000000001,15.56,28.65,13.089999999999998,24.03,30.95,6.919999999999998,15.23,26.83,11.599999999999998,,
TELANGANA,SOUTH,M,M,2,400000.0,3970000,10.0,Average,4.8,8.3,42.98188619745915,Average,2218.13,Poor,81.89,1503.91,59.33,264.44,0.18,5.8,99.6,2.16,13.23,60.0,76.2,2.97,877.17,709.8,80.92,49.97,56.25,41.14,33.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,102.05,29.92,41.25,69.55,20.79,19.79,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,91.96,15.66,10.38,30.68,40.3,25.12,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.04,24.59,41.25,69.55,21.92,19.04,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.74,22.74,10.38,30.68,30.09,16.61,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.86,28.59,20.28,35.76,16.33,13.17,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.44,16.75,0.96,28.2141829738216,42.98188619745915,Average,0.156637220869957,0.0,16500000,23.75,30.0,6.25,19.92,30.76,10.84,19.65,31.39,11.740000000000002,23.58,29.56,5.98,20.37,30.47,10.099999999999998,19.7348985,78.6424848
MAHARASHTRA,WEST,M,M,0,,0,5.0,Poor,5.5,19.5,43.11213633007623,Average,1284.27,Poor,196.76,741.3,95.48,119.41,1.14,10.7,96.8,1.31,29.55,57.95,59.7,0.71,1351.78,1032.19,76.36,39.93,78.7,36.1,29.49,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.12,25.69,30.59,68.18,26.1,21.19,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.0,15.07,85.03,70.72,33.37,45.43,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.97,18.36,30.59,68.18,35.12,23.51,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.26,22.38,82.39,68.02,10.04,27.2,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.14,25.04,92.39,41.0,33.42,35.04,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.19,23.67,0.97,28.2945523459618,43.11213633007623,Average,0.120287564881564,2.13,0,23.16,30.15,6.989999999999998,18.14,30.56,12.419999999999998,18.66,31.24,12.579999999999998,23.26,30.04,6.779999999999998,18.81,30.06,11.25,20.8318527,75.4303554
MADHYA PRADESH,CENTRAL,M,M,0,,9050000,10.0,Poor,15.9,26.9,32.36615322003485,Average,1858.47,Poor,145.85,771.85,110.83,560.43,0.93,3.3,98.9,2.64,0.93,13.67,77.1,2.24,426.99,193.54,45.33,50.03,35.8,20.5,22.53,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.41,30.65,31.62,25.1,24.32,18.01,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,89.39,13.8,30.55,6.45,14.07,15.04,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,89.74,21.63,31.62,25.1,1.63,7.18,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.55,22.54,30.55,6.45,8.64,11.7,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.77,26.99,27.99,28.34,21.41,15.3,Mixed Red and Black Soils,[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.41,19.32,0.92,21.6638649276057,32.36615322003485,Average,0.221155714008204,0.0,10050000,21.93,28.21,6.280000000000001,16.42,28.09,11.669999999999998,16.76,28.8,12.04,21.83,27.92,6.090000000000003,15.8,26.53,10.73,22.2919311,79.1656616
MADHYA PRADESH,CENTRAL,M,S,0,,16027000,3.0,Average,14.9,13.1,33.44921507901788,Poor,2246.31,Average,63.91,1141.05,191.84,94.58,3.29,5.08,98.42,2.78,6.77,36.34,65.14,8.45,1106.56,899.58,81.3,67.54,43.2,40.12,37.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.29,29.85,92.06,73.14,38.32,38.1,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.79,16.84,91.51,48.36,20.22,38.89,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,94.68,17.7,92.06,73.14,17.86,27.39,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.34,29.9,91.51,48.36,39.39,41.37,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.99,26.48,91.41,59.6,24.35,30.71,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,100.95,25.95,0.95,22.3321560060599,33.44921507901788,Poor,1.95978388741231,0.0,18000000,23.23,30.74,7.509999999999998,15.49,28.61,13.12,15.24,28.83,13.589999999999998,23.32,30.2,6.879999999999999,15.56,27.71,12.15,23.5179871,77.8130233
MADHYA PRADESH,CENTRAL,M,M,0,,12587500,3.0,Poor,18.8,41.0,31.05563083627594,Poor,1805.08,Poor,66.25,1254.41,234.05,76.09,4.31,5.1,98.4,2.3,8.96,41.79,65.1,7.3,564.25,243.99,43.24,61.63,40.27,11.75,21.78,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.75,27.86,63.67,62.65,10.82,17.96,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,93.01,17.15,69.21,63.44,6.59,26.76,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.46,16.58,63.67,62.65,5.52,15.0,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.15,30.28,69.21,63.44,12.34,23.24,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.25,23.2,67.82,68.25,9.04,17.88,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.23,25.6,0.92,20.8552219032793,31.05563083627594,Poor,0.143168975654409,0.0,14000000,23.21,30.56,7.349999999999998,15.38,28.12,12.74,15.57,28.86,13.29,23.32,30.13,6.809999999999999,15.29,27.15,11.86,,
MAHARASHTRA,WEST,M,M,1,450000.0,9600004,10.0,Poor,19.8,11.2,29.61512536684085,Poor,880.33,Poor,68.79,529.37,66.33,93.26,0.61,10.1,95.7,3.87,73.22,40.69,63.6,0.66,1338.54,894.39,66.82,40.96,57.29,13.16,19.1,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.31,28.27,30.87,18.46,0.51,8.62,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.97,17.29,72.1,57.79,18.87,34.23,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.89,26.98,30.87,18.46,27.29,19.83,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.35,22.8,22.39,45.34,6.77,8.88,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,82.27,19.76,76.29,32.02,17.24,24.56,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.57,25.69,0.97,19.9663742851092,29.61512536684085,Poor,0.250994841975877,1.19,10500004,21.71,28.4,6.689999999999998,19.66,31.13,11.469999999999999,20.04,31.62,11.580000000000002,21.64,28.46,6.82,20.13,30.92,10.790000000000003,19.5321729,75.8433451
MADHYA PRADESH,CENTRAL,M,M,0,,9000000,5.0,Poor,5.6,21.8,41.97139123434111,Average,1257.94,Average,138.02,638.89,127.11,22.48,0.89,6.7,98.9,1.59,5.32,14.43,57.6,0.76,846.11,413.35,48.85,74.15,87.99,21.15,29.89,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,94.57,21.63,95.86,72.93,41.85,39.1,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,93.2,13.47,85.18,58.33,25.05,38.94,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,91.52,15.73,95.86,72.93,21.87,28.42,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,91.07,20.15,85.18,58.33,13.35,28.14,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,92.94,19.59,20.14,29.45,24.2,15.66,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,98.32,24.51,0.8,27.5906684782518,41.97139123434111,Average,2.00247069082453,8.23,10000000,24.17,31.25,7.079999999999998,18.12,31.07,12.95,18.19,31.28,13.09,24.32,31.2,6.879999999999999,18.61,30.45,11.84,,
MAHARASHTRA,WEST,M,M,2,307168.5,10395000,13.0,Poor,28.7,5.3,22.43169039250936,Poor,1076.84,Poor,91.89,565.81,66.47,99.22,0.24,12.4,97.0,3.41,49.77,41.4,69.1,1.3,1522.59,1052.1,69.1,40.11,52.66,17.62,21.27,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['river, riverbank, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.64,29.05,23.99,5.71,42.45,27.45,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['river, riverbank, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.79,17.3,73.44,19.61,51.72,46.06,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['river, riverbank, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.97,27.22,23.99,5.71,23.75,17.49,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['river, riverbank, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.44,22.04,42.33,33.82,5.51,14.78,Red and lateritic Soils,['river'],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,102.11,29.42,91.64,23.6,46.28,40.39,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['river, riverbank, water']",DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.98,26.74,0.98,15.5339169271248,22.43169039250936,Poor,0.121422726742891,2.97,11550000,21.81,28.47,6.66,19.24,31.23,11.990000000000002,19.59,31.59,12.0,21.75,28.39,6.640000000000001,19.74,31.03,11.290000000000003,19.6299536,75.0640342
